TransactionID,Transaction Date,Transaction Amount,Notes,Transaction Type,Entity,TransactionTypeID
1365,2021-04-01,149,-,Provincial Payment     ,CANADA                       ,18
1366,2021-04-08,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1367,2021-04-09,-55.01,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1368,2021-04-10,-10.32,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1369,2021-04-13,-30.66,-,Miscellaneous Payment  ,PAYPAL                       ,25
1370,2021-04-15,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1371,2021-04-15,-11.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1372,2021-04-16,-55,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1373,2021-04-19,-15.26,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
1374,2021-04-19,-161.51,-,POS Purchase           ,WALMART STORE #1043      WOODS,NULL
1375,2021-04-19,-16.53,-,POS Purchase           ,FPOS DAIRY QUEEN #12192  WOODS,27
1376,2021-04-20,-15.17,-,Miscellaneous Payment  ,PAYPAL                       ,25
1377,2021-04-21,25,-,Credit Memo            ,ADJUSTMENT OTHER,NULL
1378,2021-04-21,-32.55,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1379,2021-04-22,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1380,2021-04-23,-75.01,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1381,2021-04-23,-6.08,-,POS Purchase           ,FPOS SMITH DRUGS         FLORE,NULL
1382,2021-04-26,-6.53,-,Miscellaneous Payment  ,PAYPAL                       ,25
1383,2021-04-27,-20,-,Miscellaneous Payment  ,PAYPAL                       ,25
1384,2021-04-29,-22.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1385,2021-04-29,-9.99,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
1386,2021-04-29,-2000,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1387,2021-04-29,-3000,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1388,2021-04-29,-22.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1389,2021-04-29,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1390,2021-04-29,3000,-,DEPOSIT                ,INTERAC E-TRANSFER RTN,NULL
1391,2021-04-30,-100,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1392,2021-04-30,-60,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1393,2021-04-30,-16.95,-,Service Charge         ,MONTHLY FEES,9
1394,2021-05-03,-477.5,38,Cheque                 ,NULL,21
1395,2021-05-06,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1396,2021-05-07,-49.6,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1397,2021-05-11,-18.36,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,27
1398,2021-05-13,-21.15,-,POS Purchase           ,OPOS 16.99 WNBA LIVEACCESPLAIN,NULL
1399,2021-05-13,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1400,2021-05-14,-58.27,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1401,2021-05-14,-29.79,-,POS Purchase           ,FPOS PETRO-CANADA        LAKE ,5
1402,2021-05-14,-31.81,-,POS Purchase           ,OPOS Greco Online        90289,27
1403,2021-05-15,-50,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1404,2021-05-17,-12.52,-,POS Purchase           ,FPOS DAIRY QUEEN #12192  WOODS,27
1405,2021-05-17,-8.37,-,POS Purchase           ,MCDONALD'S #1808         FREDE,27
1406,2021-05-17,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1407,2021-05-17,-30,-,POS Purchase           ,MURRAY'S IRVING          BEARD,5
1408,2021-05-18,-149.99,-,POS Purchase           ,CNB #018                 PERTH,23
1409,2021-05-18,-79.99,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1410,2021-05-20,731.07,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1411,2021-05-21,-73.39,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1412,2021-05-21,-700,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1413,2021-05-25,-6.3,-,Miscellaneous Payment  ,PAYPAL                       ,25
1414,2021-05-27,629.23,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1415,2021-05-27,-100,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1416,2021-05-28,-51.51,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1417,2021-05-31,-643.8,-,Miscellaneous Payment  ,NSLSC                        ,29
1418,2021-05-31,-16.95,-,Service Charge         ,MONTHLY FEES,9
1419,2021-06-01,-189,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1420,2021-06-01,-477.5,39,Cheque                 ,NULL,21
1421,2021-06-01,-123.45,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1422,2021-06-01,-22.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1423,2021-06-01,-37.45,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1424,2021-06-01,-62.8,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1425,2021-06-01,-34.5,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1426,2021-06-02,-24.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1427,2021-06-03,629.23,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1428,2021-06-04,-52.5,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1429,2021-06-05,-69.52,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1430,2021-06-05,-24.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1431,2021-06-05,24.99,-,Correction             ,OPOS AMAZON.COM   PMTS - WWW.A,11
1432,2021-06-05,189,-,Correction             ,OPOS AMAZON.COM   PMTS - WWW.A,11
1433,2021-06-05,-15.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1434,2021-06-07,-103.49,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1435,2021-06-07,500,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
1436,2021-06-07,-90.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo,11
1437,2021-06-07,-36.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1438,2021-06-07,500,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
1439,2021-06-09,-32.53,-,POS Purchase           ,OPOS AMZN Mktp CA*2X1K43AWWW.A,11
1440,2021-06-09,69.52,-,Correction             ,OPOS AMZN Mktp CA*2X1K43AWWW.A,11
1441,2021-06-10,629.23,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1442,2021-06-11,-100,-,POS Purchase           ,FPOS CNB #016            FREDE,23
1443,2021-06-11,-20.29,-,POS Purchase           ,FPOS PETRO-CANADA        LAKE ,5
1444,2021-06-11,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1445,2021-06-11,-50.77,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1446,2021-06-14,-26.57,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1447,2021-06-14,-8.95,-,POS Purchase           ,FPOS BK #09448           WATER,27
1448,2021-06-14,-119.99,-,POS Purchase           ,CNB #018                 PERTH,23
1449,2021-06-14,-13.78,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1450,2021-06-14,36.99,-,Correction             ,5.81E+14,15
1451,2021-06-17,629.23,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1452,2021-06-18,-52.78,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1453,2021-06-19,-52.89,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1454,2021-06-19,-22.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1455,2021-06-19,-21.53,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1456,2021-06-19,-1.5,-,POS Purchase           ,FPOS RILEY BROOK HOLDINGSRILEY,27
1457,2021-06-21,-773.99,-,POS Purchase           ,KEITH'S SERVICE CENTRE   BATH ,30
1458,2021-06-21,-24.62,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1459,2021-06-21,-36.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1460,2021-06-21,-92.44,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1461,2021-06-22,-200,-,POS Purchase           ,CNB #018                 PERTH,23
1462,2021-06-22,-31.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1463,2021-06-22,-149.44,-,POS Purchase           ,"OPOS DRI*FITBIT, INC.    order",NULL
1464,2021-06-22,-52.79,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1465,2021-06-23,-39.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1466,2021-06-23,-34.49,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1467,2021-06-23,-24.95,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1468,2021-06-23,-79.9,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1469,2021-06-23,-34.49,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1470,2021-06-24,-13.2,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
1471,2021-06-24,-20,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1472,2021-06-24,-6.46,-,Miscellaneous Payment  ,PAYPAL                       ,25
1473,2021-06-24,-50.03,-,POS Purchase           ,FPOS GRAB N GO WATERVILLEWATER,5
1474,2021-06-24,629.23,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1475,2021-06-25,-53.06,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1476,2021-06-30,-609.77,-,Miscellaneous Payment  ,NSLSC                        ,29
1477,2021-06-30,-16.95,-,Service Charge         ,MONTHLY FEES,9
1478,2021-06-30,-200,-,POS Purchase           ,CNB #016                 FREDE,23
1479,2021-06-30,-26.53,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1480,2021-06-30,609.44,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1481,2021-07-02,-8.04,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1482,2021-07-02,-477.5,40,Cheque                 ,NULL,21
1483,2021-07-03,-91.88,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1484,2021-07-03,-68.88,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1485,2021-07-05,149.75,-,Provincial Payment     ,CANADA                       ,18
1486,2021-07-05,-54.4,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1487,2021-07-05,-23,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1488,2021-07-08,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1489,2021-07-09,-55.03,-,POS Purchase           ,FPOS IRVING/FLORENCEVILLEFLORE,5
1490,2021-07-12,-57.55,-,POS Purchase           ,FPOS RED APPLE #54401    FLORE,NULL
1491,2021-07-15,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1492,2021-07-16,-55.4,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1493,2021-07-16,-6.92,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1494,2021-07-16,-29.79,-,POS Purchase           ,FPOS PETRO-CANADA        LAKE ,5
1495,2021-07-16,-200,-,POS Purchase           ,CNB #016                 FREDE,23
1496,2021-07-17,-9.75,-,POS Purchase           ,FPOS MCDONALD'S #5483    FREDE,27
1497,2021-07-19,-10.35,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1498,2021-07-19,-92.4,-,POS Purchase           ,FPOS WALMART STORE #3032 FREDE,NULL
1499,2021-07-19,-55.41,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1500,2021-07-19,-12.75,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
1501,2021-07-21,-31.12,-,Miscellaneous Payment  ,PAYPAL                       ,25
1502,2021-07-22,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1503,2021-07-23,-63.21,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1504,2021-07-26,-6.56,-,Miscellaneous Payment  ,PAYPAL                       ,25
1505,2021-07-26,-11.49,-,POS Purchase           ,OPOS PrimeVideo.ca       www.a,NULL
1506,2021-07-27,-93.57,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1507,2021-07-28,-12.64,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1508,2021-07-29,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1509,2021-07-30,-55.16,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1510,2021-07-31,-16.95,-,Service Charge         ,MONTHLY FEES,9
1511,2021-08-02,-35.04,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1512,2021-08-02,-38.99,-,POS Purchase           ,FPOS PETRO-CANADA        LAKE ,5
1513,2021-08-02,-609.77,-,Miscellaneous Payment  ,NSLSC                        ,29
1514,2021-08-02,-10.56,-,POS Purchase           ,MCDONALD'S #5483         FREDE,27
1515,2021-08-03,-477.5,41,Cheque                 ,NULL,21
1516,2021-08-04,-12.17,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
1517,2021-08-04,-11.48,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1518,2021-08-04,-44.7,-,Miscellaneous Payment  ,PAYPAL                       ,25
1519,2021-08-04,-37.25,-,Miscellaneous Payment  ,PAYPAL                       ,25
1520,2021-08-05,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1521,2021-08-06,-74.72,-,POS Purchase,OPOS Amazon.ca           AMAZON.CA  ONCA,11
1522,2021-08-11,-27.79,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1523,2021-08-12,612.55,-,Payroll Deposit,BWS MANUFACTURING LTD        ,17
1524,2021-08-13,-1.83,-,POS Purchase,FPOS TIM HORTONS #2598   WOODSTOCK  NBCD,27
1525,2021-08-13,-200,-,POS Purchase,CNB #016                 FREDERICTONNBCA,23
1526,2021-08-13,-55.17,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1527,2021-08-16,-12.27,-,POS Purchase,FPOS WENDY'S RESTAURANT QFREDERICTONNBCA,27
1528,2021-08-16,-45.17,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1529,2021-08-16,-24.99,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1530,2021-08-16,-26.68,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1531,2021-08-16,-68.98,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1532,2021-08-16,57.48,-,Correction,OPOS AMZN Mktp CA*2D8FE0OWWW.AMAZON.ONCA,11
1533,2021-08-16,-24.99,-,POS Purchase,OPOS AMZN Mktp CA*2D8FE0OWWW.AMAZON.ONCA,11
1534,2021-08-16,-57.48,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1535,2021-08-19,612.55,-,Payroll Deposit,BWS MANUFACTURING LTD        ,17
1536,2021-08-20,-4.41,-,POS Purchase,FPOS TIM HORTONS #2598   WOODSTOCK  NBCD,27
1537,2021-08-20,-11.5,-,POS Purchase,FPOS DAIRY QUEEN #12079  FREDERICTONNBCA,27
1538,2021-08-20,-55.41,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1539,2021-08-23,-14.34,-,POS Purchase,FPOS WENDY'S RESTAURANT QFREDERICTONNBCA,27
1540,2021-08-23,-43.46,-,Miscellaneous Payment,PAYPAL        ,25
1541,2021-08-23,-56.25,-,POS Purchase,MURRAY'S IRVING          BEARDSLEY  NBCA,5
1542,2021-08-23,-6.89,-,POS Purchase,FPOS TIM HORTONS #0276   FREDERICTONNBCD,27
1543,2021-08-23,-5.36,-,POS Purchase,FPOS PETRO-CANADA        LAKEGEORG NBCA,5
1544,2021-08-24,-31.23,-,Miscellaneous Payment,PAYPAL        ,25
1545,2021-08-24,-2.29,-,Miscellaneous Payment,PAYPAL        ,25
1546,2021-08-24,-6.74,-,Miscellaneous Payment,PAYPAL        ,25
1547,2021-08-24,-7.23,-,Miscellaneous Payment,PAYPAL        ,25
1548,2021-08-25,-28.74,-,Miscellaneous Payment,PAYPAL        ,25
1549,2021-08-25,-37.94,-,POS Purchase,FPOS PIZZA TWICE         FLORENCEVILNBCD,27
1550,2021-08-26,-27.01,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1551,2021-08-26,612.55,-,Payroll Deposit,BWS MANUFACTURING LTD        ,17
1552,2021-08-31,-16.95,-,Service Charge         ,MONTHLY FEES,9
1553,2021-08-31,-609.77,-,Miscellaneous Payment  ,NSLSC                        ,29
1554,2021-09-01,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE,5
1555,2021-09-02,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1556,2021-09-03,-52.3,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1557,2021-09-03,-3.42,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1558,2021-09-03,-83.74,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1559,2021-09-04,-55.41,-,POS Purchase           ,THE RIVER RESTAURANT     WOODS,27
1560,2021-09-04,-57.5,-,POS Purchase           ,FPOS COVERED BRIDGE GOLF HARTL,NULL
1561,2021-09-04,-21.85,-,POS Purchase           ,FPOS SQ *COVERED BRIDGE RSimon,NULL
1562,2021-09-04,-12.36,-,POS Purchase           ,FPOS WALMART STORE #1043 WOODS,NULL
1563,2021-09-07,-11.93,-,POS Purchase           ,FPOS MCDONALD'S #17867   WOODS,27
1564,2021-09-07,-34.9,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1565,2021-09-07,-11.79,-,POS Purchase           ,LAKEWAY CAFE RESTAURAN   MEDUC,27
1566,2021-09-07,-30,-,POS Purchase           ,FPOS WOODSTOCK GOLF AND  WOODS,NULL
1567,2021-09-09,612.55,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1568,2021-09-09,-200.05,-,POS Purchase           ,CNB #018                 PERTH,23
1569,2021-09-10,-62.9,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1570,2021-09-16,-10.4,-,Miscellaneous Payment  ,PAYPAL                       ,25
1571,2021-09-16,606.77,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1572,2021-09-17,500,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
1573,2021-09-17,-84.43,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1574,2021-09-17,-108.05,-,POS Purchase           ,CNB #018                 PERTH,23
1575,2021-09-23,606.77,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1576,2021-09-24,-83.36,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1577,2021-09-24,-6.68,-,Miscellaneous Payment,PAYPAL        ,25
1578,2021-09-27,-511.88,-,POS Purchase,KEITH'S SERVICE CENTRE   BATH      NBCD,30
1579,2021-09-28,-60.18,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1580,2021-09-28,-43.98,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1581,2021-09-28,-30.13,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1582,2021-09-28,-286.84,-,POS Purchase,OPOS MARKS.COM/LEQUIPEUR.8668071903 ABCA,NULL
1583,2021-09-29,-252.99,-,POS Purchase,MOORES CLOTHING 0078MEN  FREDERICTONNBCD,NULL
1584,2021-09-29,632.34,-,Payroll Deposit,BWS MANUFACTURING LTD        ,17
1585,2021-09-29,-200,-,POS Purchase,CNB #016                 FREDERICTONNBCA,23
1586,2021-09-29,-93.13,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1587,2021-09-29,-27.55,-,POS Purchase,HANWELL ROAD IRVING      HANWELL    NBCA,5
1588,2021-09-29,-16.95,-,Service Charge,MONTHLY FEES        ,9
1589,2021-09-29,-3.16,-,POS Purchase,FPOS TIM HORTONS #2598   WOODSTOCK  NBCD,27
1590,2021-09-29,-73.57,-,POS Purchase,FPOS CANADIAN TIRE #0035 FREDERICTONNBCA,NULL
1591,2021-10-01,-88.25,-,POS Purchase,OPOS GASPARD             WINNIPEG   MBCA,NULL
1592,2021-10-01,-530.01,-,Miscellaneous Payment,NSLSC        ,29
1593,2021-10-01,-55.49,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1594,2021-10-01,-77.89,-,POS Purchase,OPOS AMZN Mktp CA*2C0MB40WWW.AMAZON.ONCA,11
1595,2021-10-01,93.13,-,Correction,OPOS AMZN Mktp CA*2C0MB40WWW.AMAZON.ONCA,11
1596,2021-10-05,149.75,-,Provincial Payment,CANADA        ,18
1597,2021-10-07,613.19,-,Payroll Deposit,BWS MANUFACTURING LTD        ,17
1598,2021-10-07,-97.01,-,POS Purchase,OPOS Amazon.ca           Seattle    WAUS,11
1599,2021-10-07,-32.55,-,POS Purchase,OPOS Amazon.ca           AMAZON.CA  ONCA,11
1600,2021-10-07,-12.33,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1601,2021-10-08,-215,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1602,2021-10-08,-57.18,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1603,2021-10-08,-50,-,ABM Withdrawal,        ,NULL
1604,2021-10-08,-28.98,-,POS Purchase,OPOS Amazon.ca           Seattle    WAUS,11
1605,2021-10-08,215,-,Correction,OPOS AMAZON.COM   PMTS - WWW.AMAZON.ONCA,11
1606,2021-10-08,-215,-,POS Purchase,OPOS AMZN Mktp CA        WWW.AMAZON.ONCA,11
1607,2021-10-08,-46.9,-,POS Purchase,WALMART STORE #3032      FREDERICTONNBCA,NULL
1608,2021-10-09,-15.87,-,POS Purchase,DELTA FREDERICTON        FREDERICTONNBCD,NULL
1609,2021-10-09,-8.05,-,POS Purchase,DELTA FREDERICTON        FREDERICTONNBCD,NULL
1610,2021-10-12,-8.33,-,POS Purchase,FPOS MCDONALD'S #5483    FREDERICTONNBCA,27
1611,2021-10-12,-200,-,POS Purchase,FPOS CNB #016            FREDERICTONNBCA,23
1612,2021-10-12,-57.17,-,POS Purchase,FLORENCEVILLE IRVING     WESTFLORENNBCA,5
1613,2021-10-12,-250,-,WITHDRAWAL,FREE INTERAC E-TRANSFER        ,NULL
1614,2021-10-14,-4.6,-,POS Purchase           ,FPOS GCDS625 BRISTOL     BRIST,NULL
1615,2021-10-14,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1616,2021-10-14,134.54,-,DEPOSIT                ,MB-DEP,NULL
1617,2021-10-15,-6.31,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
1618,2021-10-20,-35.61,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1619,2021-10-21,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1620,2021-10-21,387.5,-,DEPOSIT                ,MB-DEP,NULL
1621,2021-10-22,-66.19,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1622,2021-10-26,-78.19,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1623,2021-10-26,-50,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1624,2021-10-27,-120.57,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1625,2021-10-28,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1626,2021-10-28,-52.75,-,Miscellaneous Payment  ,PAYPAL                       ,25
1627,2021-10-29,-59.02,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1628,2021-10-29,-1.83,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1629,2021-10-30,-30,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1630,2021-10-30,-3.15,-,POS Purchase           ,FPOS CATAPULT COFFEE AND Saint,27
1631,2021-10-30,-139.99,-,POS Purchase           ,FPOS CNB #016            FREDE,23
1632,2021-10-30,-91.04,-,POS Purchase           ,FPOS CIRCLE K  # 2541    FREDE,5
1633,2021-10-30,-3.74,-,POS Purchase           ,FPOS TIM HORTONS #2848   FREDE,27
1634,2021-10-30,-16.95,-,Service Charge         ,MONTHLY FEES,9
1635,2021-11-01,-530.01,-,Miscellaneous Payment  ,NSLSC                        ,29
1636,2021-11-01,88.25,-,POS Return             ,OPOS GASPARD             GASPA,NULL
1637,2021-11-03,-333.68,-,POS Purchase           ,OPOS 261.27 SM NUTRITION NASHV,23
1638,2021-11-04,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1639,2021-11-05,-58.79,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1640,2021-11-08,-321.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1641,2021-11-08,-41.38,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1642,2021-11-09,-33.34,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1643,2021-11-09,-66.61,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1644,2021-11-09,-23.84,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1645,2021-11-09,-9.2,-,POS Purchase           ,FPOS GCDS625 BRISTOL     BRIST,NULL
1646,2021-11-09,-24.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1647,2021-11-09,-28.69,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1648,2021-11-10,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1649,2021-11-10,-45.94,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1650,2021-11-12,-59.21,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1651,2021-11-12,-59.17,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1652,2021-11-12,-37.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1653,2021-11-17,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #3567   PERTH,27
1654,2021-11-17,-200.05,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1655,2021-11-18,-45.33,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1656,2021-11-18,-35.64,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1657,2021-11-18,-39.8,-,POS Purchase           ,FPOS GRAB N GO WATERVILLEWATER,5
